Artist,song_album,Title,song_release_date
Sam Hunt,Between The Pines (Acoustic Mixtape),Make You Miss Me - Acoustic Mixtape,2015-10-23
Cody Johnson,Gotta Be Me,With You I Am,2016-08-05
Luke Bryan,Strip It Down,Strip It Down,2015-07-17
Chad Brownlee,Thinking Out Loud,Thinking Out Loud,2015-05-18
Dylan Scott,Closer,Closer,2016-11-18
Various Artists,The Best Of Me (Original Motion Picture Soundtrack),Lead Me,2014-10-07
Chris Stapleton,Traveller,Whiskey And You,2015-05-04
Kane Brown,Spotify Singles,Versace On the Floor - Recorded at Spotify Studios NYC,2017-05-03
Andy Velo,Andy Velo,Let Me Lay My Love On You,2012-06-05
Dan + Shay,Tequila,Tequila,2018-01-10
Luke Bryan,What Makes You Country,Most People Are Good,2017-12-08
Midland,On The Rocks,Burn Out,2017-09-22
Jon Pardi,California Sunrise,She Ain't In It,2016-05-13
Steve Wariner,Greatest Hits,The Weekend,1987-01-01
Dan + Shay,Dan + Shay (Acoustic),Tequila - Acoustic,2019-01-10
Austin Burke,Slower,Slower,2018-11-09
Jake Owen,Barefoot Blue Jean Night,Alone With You,2011-08-26
George Strait,Honky Tonk Time Machine,Honky Tonk Time Machine,2019-03-29
George Strait,Honky Tonk Time Machine,Every Little Honky Tonk Bar,2019-03-29
Cody Johnson,Ain't Nothin' to It,Nothin' on You,2019-01-18
Dustin Lynch,Current Mood,I'd Be Jealous Too,2017-09-08
Kane Brown,Experiment,Lost in the Middle of Nowhere (feat. Becky G),2019-07-12
Kane Brown,Experiment,Like a Rodeo,2019-07-12
Kane Brown,Experiment,Lose It,2019-07-12
Kane Brown,Experiment,Weekend,2019-07-12
Kane Brown,Experiment,Homesick,2019-07-12
Tyler Farr,Redneck Crazy,Whiskey in My Water,2013-09-27
Lady A,Lady Antebellum,Can't Take My Eyes Off You,2008-01-01
Lee Ann Womack,There's More Where That Came From,I May Hate Myself In The Morning,2005-01-01
Brett Young,Spotify Singles,Mercy - Recorded at Sound Stage Studios Nashville,2019-01-30
Doug Stone,Super Hits,In a Different Light,1990
Gloriana,A Thousand Miles Left Behind,(Kissed You) Good Night,2012-07-27
Gloriana,A Thousand Miles Left Behind,Can't Shake You,2012-07-27
John Michael Montgomery,Leave a Mark,I Don't Want This Song to End,1998-04-24
Brooks & Dunn,The Essential Brooks & Dunn,Husbands And Wives,2012-04-17
The Civil Wars,Barton Hollow,Forget Me Not,2011-02-01
Mandolin Orange,This Side Of Jordan,Waltz About Whiskey,2013-08-20
Various Artists,Grand Ole Opry 75th Anniversary Volume I,Waltz Across Texas,2000-01-01
The Greatest Country Dance 1,The Greatest Country Dance Record Ever Volume One,Their Hearts Are Dancing,1986
Nashville Cast,Fade Into You,Fade Into You,2012-01-01
Zac Brown Band,The Foundation,Highway 20 Ride,2008-11-17
Alan Jackson,34 Number Ones,I'd Love You All Over Again,2010-11-19
Little Big Town,The Breaker,When Someone Stops Loving You,2017-02-24
Dolly Parton,Pure & Simple,Tomorrow Is Forever,2016-08-19
Brooks & Dunn,Cowboy Town,Cowgirls Don't Cry,2007-10-02
Ronnie Milsap,The Duets,No Getting Over Me (feat. Kacey Musgraves),2019-01-18
George Strait,Strait From The Heart,Amarillo By Morning,1982-01-01
Johnny Mathis,Heavenly,Misty,1959-08-10
Kelsea Ballerini,Unapologetically (Deluxe Edition),I Hate Love Songs,2018-10-26
Ronnie Milsap,Ultimate Ronnie Milsap,Smoky Mountain Rain,2004-03-01
Alan Jackson,16 Biggest Hits,Gone Country,1989
Joe Nichols,III,Tequila Makes Her Clothes Fall Off,2005-01-01
Waylon Jennings,The Essential Waylon Jennings,I'm a Ramblin' Man,2007-05-01
Trace Adkins,Cowboy's Back In Town (Deluxe Edition),Hillbilly Bone,2010-01-01
Reba McEntire,Rumor Has It,Fancy,1990-01-01
The Chicks,The Essential The Chicks,Not Ready to Make Nice,2010
Lee Ann Womack,Some Things I Know,I'll Think Of A Reason Later,1998-01-01
LeAnn Rimes,All-Time Greatest Hits,Nothin’ Better To Do,2015-02-03
Martina McBride,Greatest Hits,Independence Day,2001-09-17
Miranda Lambert,The Weight of These Wings,We Should Be Friends,2016-11-18
Mark Chesnutt,Greatest Hits: Mark Chesnutt,Goin' Through The Big D,1996-01-01
Olivia Lane,Love Thing,Steal Me Away,2014-08-12
Drew Baldridge,"Crossing County Lines, Vol. 2",Dance With Ya,2015-04-07
Blackjack Billy,Get Some EP,The Booze Cruise,2013-11-19
Waterloo Revival,Front Row - EP,Backwood Bump,2016-03-10
Eric Church,Chief,Drink In My Hand,2011-01-01
Rascal Flatts,Banjo,Banjo,2012-01-01
Steve Holy,Best Of,Brand New Girlfriend,2014-02-11
Jason Aldean,Jason Aldean,Hicktown,2005
Brad Paisley,5th Gear,Ticks,2007
Ryan Robinette,"Hello Summer, Vol. 3",Dive Bar,2019-06-14
George Jones,The George Jones Collection,I Don't Need Your Rockin' Chair - Version w/special guests,1999-01-01
Glen Campbell,Rhinestone Cowboy (Expanded Edition),Rhinestone Cowboy,1975
Conway Twitty,Hello Darlin',Hello Darlin',1970-03-23
Alan Jackson,Don`t Rock The Jukebox,Don't Rock the Jukebox,1991-04-03
Randy Travis,I Told You So - The Ultimate Hits Of Randy Travis,1982,2009-03-16
George Strait,Honky Tonk Time Machine,Take Me Away,2019-03-29
Alan Jackson,34 Number Ones,Where I Come From,2010-11-19
Alan Jackson,16 Biggest Hits,Summertime Blues,1989
Alan Jackson,34 Number Ones,Who's Cheatin' Who,2010-11-19
Alan Jackson,16 Biggest Hits,Little Man,1989
George Strait,Honky Tonk Time Machine,Codigo,2019-03-29
Brooks & Dunn,#1s ... and then some,Boot Scootin' Boogie,2009-09-08
Hailey Whitters,The Dream,Ten Year Town,2020-02-28
Hailey Whitters,The Dream,"Dream, Girl",2020-02-28
Midland,Live From The Palomino,Fast Hearts And Slow Towns - Live From The Palomino,2020-02-28
RaeLynn,Keep Up,Keep Up,2020-02-21
RaeLynn,Rowdy,Rowdy,2019-01-11
RaeLynn,Bra Off,Bra Off,2019-11-08
Willie Nelson,Greatest Hits (& Some That Will Be),On the Road Again - Live,1975
George Strait,Ocean Front Property,Ocean Front Property,1987-01-01
Luke Bryan,One Margarita,One Margarita,2020-03-13
The Judds,Why Not Me,Why Not Me,1984-10-15
Alabama,Ultimate Alabama 20 # 1 Hits,Tennessee River,2004-10-08
Neil Diamond,Sweet Caroline,Sweet Caroline,1969-06-06
Henson Cargill,All-American Cowboy,Skip a Rope,1988
Henson Cargill,Skip a Rope,Skip a Rope,2015-06-22
Miranda Lambert,Wildcard,Tequila Does,2019-11-01
Runaway June,Blue Roses,Buy My Own Drinks,2019-06-28
Kenny Chesney,We Do,We Do,2020-04-24
Kenny Chesney,We Do,Here And Now,2020-04-24
Florida Georgia Line,I Love My Country (Acoustic At Home),I Love My Country - Acoustic At Home,2020-04-24
Kenny Chesney,Here And Now,Happy Does,2020-05-01
Luke Combs,Six Feet Apart,Six Feet Apart,2020-05-01
Florida Georgia Line,I Love My Country,I Love My Country,2020-03-27
Tyler Rich,Leave Her Wild,Leave Her Wild,2019-04-26
Midland,Let It Roll,Cheatin’ Songs,2019-08-23
Carrie Underwood,Cry Pretty,Southbound,2018-09-14
The Highwomen,The Highwomen,Redesigning Women,2019-09-06
Florida Georgia Line,6-Pack,Beer:30,2020-05-22
Brothers Osborne,Port Saint Joe,Pushing Up Daisies (Love Alive),2018-04-20
Old Dominion,Old Dominion,One Man Band,2019-10-25
The Cadillac Three,The Cadillac Three,I'm Southern,2012-01-01
Jon Pardi,Heartache Medication,Oughta Know That,2019-09-27
Dolly Parton,Release Me,Makin' Believe,2020-06-03
Trace Adkins,Mind on Fishin',Mind on Fishin',2020-06-05
Kane Brown,Kane Brown (Deluxe Edition),Thunder in the Rain,2017-10-06
Sam Hunt,SOUTHSIDE,That Ain't Beautiful,2020-04-03
Florida Georgia Line,6-Pack,Countryside,2020-05-22
ESSEX COUNTY,For You,For You,2020-06-19
Keith Urban,Graffiti U,Parallel Line,2018-04-27
Kaleb Lee,Nothin' on You,Nothin' on You,2019-10-25
Russell Dickerson,Yours,Yours,2017-06-16
Josh Melton,Take Your Breath Away,Take Your Breath Away,2020-08-14
Ty Herndon,This Is Ty Herndon: Greatest Hits,It Must Be Love - Single Version,1995
Aaron Goodvin,Every Time You Take Your Time,Every Time You Take Your Time,2020-08-28
Andrew Jannakos,Gone Too Soon,Gone Too Soon,2020-09-15
Jaden Hamilton,Jaden Hamilton,Ride It Out,2020-03-06
Various Artists,A Million Miles,Wanna Be That Song,2017-07-20
Jason Aldean,"Old Boots, New Dirt",Tonight Looks Good on You,2014-10-07
Randy Rogers,Watch This,Kiss Me in the Dark,2016-06-03
Andy Grammer,Naive,I Am Yours,2019-07-26
Wade Bowen,The Blue Light Live,Who I Am,2003-07-09
Aaron Watson,The Underdog,That Look,2015-02-17
TobyMac,The Elements,See The Light,2018-10-12
Josh Turner,Best Of,Firecracker,2011-01-01
Josh Turner,Deep South,Never Had A Reason,2017-03-10
Josh Turner,Haywire (Deluxe Edition),Lovin' You On My Mind,2010
Josh Turner,Best Of,Everything Is Fine,2011-01-01
Josh Turner,Haywire,All Over Me,2010
Josh Turner,Everything Is Fine,The Longer The Waiting,2007-01-01
Josh Turner,Deep South,Deep South,2017-03-10
Josh Turner,Best Of,As Fast As I Could,2011-01-01
Josh Turner,Haywire (Deluxe Edition),Your Smile,2010
Josh Turner,Punching Bag,Deeper Than My Love,2012-01-01
Josh Turner,Long Black Train,In My Dreams,2003-01-01
Josh Turner,Deep South,Beach Bums,2017-03-10
Josh Turner,Punching Bag,Whatcha Reckon,2012-01-01
Josh Turner,Your Man,Angels Fall Sometimes,2006
Josh Turner,Haywire (Deluxe Edition),Eye Candy,2010
Josh Turner,Punching Bag,Find Me A Baby,2012-01-01
Josh Turner,Your Man,No Rush,2006
Josh Turner,Best Of,She'll Go On You,2011-01-01
Josh Turner,Long Black Train,The Difference Between A Woman And A Man,2003-01-01
Josh Turner,Punching Bag,Good Problem,2012-01-01
Randy Travis,Anniversary Celebration,T.I.M.E. (feat. Josh Turner),2011-06-03
Various Artists,Forever My Girl (Music From And Inspired By The Motion Picture),Back From Gone,2018-01-19
Josh Turner,Long Black Train,Jacksonville,2003-01-01
Joey + Rory,Album Number Two,Born To Be Your Woman,2010-01-01
Joey + Rory,Album Number Two,That's Important To Me,2010-01-01
Joey + Rory,Country Classics: A Tapestry Of Our Musical Heritage,If I Needed You,2014-10-27
Dean Brody,Trail In Life,Wildflower,2010-01-01
Tim McGraw,Damn Country Music (Deluxe Edition),Kiss A Girl,2015-01-01
Joey + Rory,Joey+Rory Inspired,Long Line Of Love,2013-01-01
Luke Bryan,Kill The Lights,To The Moon And Back,2015-08-07
Craig Morgan,I'll Be Home Soon,I'll Be Home Soon,2016-05-13
Dean Brody,Crop Circles,The Little Things About Us,2013-01-01
Lonestar,Coming Home,I Just Want To Love You,2005-09-13
Brad Paisley,Love and War,Gold All Over the Ground,2017-04-21
Guy Penrod,Breathe Deep,Even When We Do,2010-01-01
Craig Morgan,This Ole Boy,The Whole World Needs a Kitchen,2012-02-28
Josh Turner,Everything Is Fine,One Woman Man,2007-01-01
Josh Wilson,Life Is Not A Snapshot,How To Fall,2009-01-01
Toby Keith,Toby Keith 35 Biggest Hits,My List,2008-01-01
Tim McGraw,Number One Hits,Something Like That,2010-11-30
George Strait,One Step At A Time,I Just Want To Dance With You,1998-01-01
Sammy Kershaw,Haunted Heart,She Don't Know She's Beautiful,1993-03-09
Keith Whitley,Greatest Hits,When You Say Nothing at All,1990-08-07
Diamond Rio,Unbelievable,Unbelievable,1998-07-27
Lonestar,Playlist: The Very Best Of Lonestar,Amazed,1995
Heidi Hauge,Country Time,Mama He`s Crazy,2000-01-01
Shania Twain,Come On Over,You're Still The One,1997-11-04
Vince Gill,When Love Finds You,Whenever You Come Around,1994-01-01
Kenny Chesney,Everywhere We Go,She Thinks My Tractor's Sexy,1999-02-26
Scotty McCreery,Clear As Day,Water Tower Town,2011-01-01
Rodney Atkins,It's America,Farmer's Daughter,2009
Rodney Atkins,Take A Back Road,Take A Back Road,2011-10-04
Shania Twain,The Woman In Me,No One Needs To Know,1995-01-01
Shania Twain,Greatest Hits,Any Man Of Mine,2004-01-01
Shania Twain,Greatest Hits,Forever And For Always - Pop Red Edit,2004-01-01
Shania Twain,Greatest Hits,I'm Gonna Getcha Good! - Red Single Edit,2004-01-01
Shania Twain,Greatest Hits,Don't! - Greatest Hits Version,2004-01-01
Shania Twain,Greatest Hits,From This Moment On - Pop On-Tour Version,2004-01-01
Shania Twain,Greatest Hits,"Honey, I'm Home",2004-01-01
Shania Twain,Greatest Hits,Love Gets Me Every Time,2004-01-01
Shania Twain,Greatest Hits,You Win My Love,2004-01-01
Maddie & Tae,Friends Don't,Friends Don't,2018-04-27
Kelsea Ballerini,The First Time,Looking at Stars,2015-05-18
Uncle Kracker,Happy Hour,Smile,2009-09-11
Smithfield,If It Ain't You,If It Ain't You,2018-07-13
Kelsea Ballerini,The First Time,Yeah Boy,2015-05-18
Faith Hill,The Hits,I Need You,2007
Katie Noel,Slow Down,Slow Down,2019-10-04
Dierks Bentley,"Woman, Amen","Woman, Amen",2018-01-17
Clay Walker,Best Of,Fall,2014-02-11
Keith Urban,Keith Urban,You're The Only One,1999-01-01
Boys Like Girls,Love Drunk,Two Is Better Than One,2009-09-07
Muscadine Bloodline,Put Me in My Place,Put Me in My Place,2019-05-31
Deana Carter,Did I Shave My Legs For This?,Strawberry Wine,1996-01-01
LANCO,Born to Love You (RISE Recording),Born to Love You - RISE Recording,2018-05-07
Abby Anderson,Make Him Wait,Make Him Wait,2018-04-27
Logan Mize,Acoustic Sessions,Ain't Always Pretty (Acoustic Sessions),2018-09-28
Alyssa Micaela,Cowboys Like That,Cowboys Like That,2017-03-10
Murphy Elmore,Whoever Broke Your Heart,Whoever Broke Your Heart,2017-04-07
Kip Moore,SLOWHEART,Last Shot,2017-09-08
Brothers Osborne,Port Saint Joe,I Don't Remember Me (Before You),2018-04-20
Jerrod Niemann,This Ride,God Made A Woman,2017-10-06
Adam Doleac,Famous - EP,Whiskey's Fine,2020-04-17
Florida Georgia Line,The Acoustic Sessions,Talk You Out Of It - Acoustic,2019-10-18
Morgan Wallen,Stand Alone - EP,Spin You Around,2015-08-24
Muscadine Bloodline,Porch Swing Angel,Porch Swing Angel,2016-04-17
Matt Stell,Prayed for You,Prayed for You,2018-03-16
Thompson Square,Thompson Square,Are You Gonna Kiss Me Or Not,2011-02-08
Scotty McCreery,Seasons Change,This Is It,2018-03-16
Riley Green,In A Truck Right Now,Break Up More Often,2018-06-29
Ryan Hurd,To a T,To a T,2018-08-31
Teddy Robb,Lead Me On,Lead Me On,2018-08-24
Blake Shelton,Texoma Shore,I'll Name the Dogs,2017-11-03
Jason Aldean,You Make It Easy,You Make It Easy,2018-01-26
Kelsea Ballerini,The First Time,Dibs,2015-12-22
Brett Young,Brett Young,In Case You Didn't Know,2017-02-10
Trisha Yearwood,Love Songs,She's In Love With The Boy,2008-01-01
Kane Brown,Experiment Extended,Homesick,2019-11-01
Riley Green,Outlaws Like Us,When She Comes Home Tonight,2018-06-01
Mike Ryan,Blink You'll Miss It,Damn Good Goodbye,2017-10-20
Lionel Richie,Tuskegee,Easy,2012-01-01
Brett Young,Brett Young EP,In Case You Didn't Know,2016-01-01
Russell Dickerson,Yours,Yours - Wedding Edition,2017-10-13
The Maine,Lovely Little Lonely,Taxi,2017-04-07
James TW,First Impressions,When You Love Someone,2016-04-15
Sir Rosevelt,Something 'Bout You,Something 'Bout You,2017-11-10
Scotty McCreery,Clear As Day,Dirty Dishes,2011-01-01
Keith Urban,Parallel Line,Parallel Line,2018-01-19
Blake Shelton,Texoma Shore,I Lived It,2017-11-03
Scotty McCreery,Seasons Change,Wherever You Are,2018-03-16
Scotty McCreery,Seasons Change,Five More Minutes,2018-03-16
SoMo,The Answers,Want It,2017-03-17
Koe Wetzel,Noise Complaint,"February 28, 2016",2017-03-01
Old Dominion,Happy Endings,Be with Me,2017-08-25
Tim McGraw,Number One Hits,Live Like You Were Dying,2010-11-30
Florida Georgia Line,Dig Your Roots (Big Machine Radio Release Special),H.O.L.Y.,2016-08-26
Dan + Shay,When I Pray for You,When I Pray for You,2017-02-03
Rascal Flatts,Me And My Gang,My Wish,2006-01-01
Parachute,The Way It Was,Forever And Always,2011-01-01
Gary Allan,Set You Free,You Without Me,2013
Lee Ann Womack,I Hope You Dance,I Hope You Dance,2000-01-01
Lee Brice,Hard 2 Love,A Woman Like You,2012-04-24
Thomas Rhett,It Goes Like This,It Goes Like This,2013-01-01
Cole Swindell,Hope You Get Lonely Tonight,Hope You Get Lonely Tonight,2014-01-21
Blake Shelton,Red River Blue (Deluxe Edition),Drink on It,2011-07-11
Jana Kramer,thirty one,Circles,2015-10-09
Jimmie Allen,Jimmie Allen,Best Shot,2017-10-06
Kelsea Ballerini,Unapologetically,I Hate Love Songs,2017-11-03
Clare Dunn,More,More,2018-05-18
Kane Brown,Experiment,Homesick,2018-11-09
Chris Stapleton,Millionaire,Millionaire,2017-10-20
Randy Houser,How Country Feels,Goodnight Kiss,2013-01-22
The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,Unchained Melody,1990
Old Dominion,Old Dominion,One Man Band,2019-01-18
Brad Cox,Give Me Tonight,Give Me Tonight,2019-11-15
Dustin Lynch,Good Girl,Good Girl,2018-05-05
Carrie Underwood,Cry Pretty,Love Wins,2018-09-14
Carrie Underwood,Storyteller,The Girl You Think I Am,2015-10-23
Carrie Underwood,Greatest Hits: Decade #1,Inside Your Heaven,2014-12-09
Dan + Shay,All To Myself,All To Myself,2018-05-03
Russell Dickerson,Yours - EP,Blue Tacoma,2016-10-24
Levi Hummon,Wedding Dress,Wedding Dress,2020-01-17
Thomas Rhett,Be A Light,Be A Light,2020-03-30
Kacey Musgraves,Same Trailer Different Park,Follow Your Arrow,2013-01-01
Kelsea Ballerini,Unapologetically,Music,2017-11-03
Luke Bryan,Crash My Party,Crash My Party,2013-01-01
Justin Moore,Outlaws Like Me,Til My Last Day,2011-01-01
Brooks & Dunn,#1s ... and then some,Ain't Nothing 'Bout You,2009-09-08
Chris Stapleton,Traveller,Parachute,2015-05-04
Randy Travis,Old 8 x 10,Deeper Than the Holler,1988-07-12
Blake Shelton,I'll Name the Dogs,I'll Name the Dogs,2017-09-08
Jason Michael Carroll,Waitin' In The Country,Livin' Our Love Song,2007-02-06
Blake Shelton,Reloaded: 20 #1 Hits,God Gave Me You,2015-10-23
Old Dominion,Written in the Sand,Written in the Sand,2017-07-07
Cole Swindell,Break Up in the End,Break Up in the End,2018-02-23
Tyler Rich,The Difference,The Difference,2018-02-09
Jon Langston,When It Comes To Loving You,When It Comes To Loving You,2018-08-23
Cody Jinks,Adobe Sessions,Loud and Heavy,2015-01-12
Cody Jinks,Adobe Sessions,Mamma Song,2015-01-12
Cody Jinks,Less Wise,Hippies and Cowboys,2010-06-28
Cody Jinks,I'm Not the Devil,I'm Not the Devil,2016-08-12
Cody Jinks,Lifers,Somewhere Between I Love You And I’m Leavin’,2018-07-27
RaeLynn,Queens Don't,Queens Don't,2018-03-16
Casey Donahew,Standoff,Whiskey Baby,2013-04-16
George Strait,The Road Less Traveled,She'll Leave You With A Smile - 2001 Version,2001-01-01
Conway Twitty,"Louisiana Woman, Mississippi Man","Louisiana Woman, Mississippi Man",1973-01-01
Kenny Chesney,Greatest Hits,She's Got It All,2000-09-25
Brooks & Dunn,The Very Best Of Brooks & Dunn,Rock My World (Little Country Girl),2004-10-25
Rhett Akins,A Thousand Memories,That Ain't My Truck,1995-01-01
Terri Clark,Girls Lie Too,Girls Lie Too - Greatest Hits Version,2004-01-01
Shania Twain,The Woman In Me,Any Man Of Mine,1995-01-01
Joe Diffie,Third Rock From The Sun,Pickup Man,1994-07-26
John Michael Montgomery,John Michael Montgomery,Sold (The Grundy County Auction Incident),1995-03-17
Trisha Yearwood,Songbook: A Collection Of Hits,XXX's And OOO's (An American Girl),1997-01-01
Carly Pearce,Every Little Thing,Hide The Wine,2017-10-13
Teddy Robb,Really Shouldn't Drink Around You,Really Shouldn't Drink Around You,2019-01-04
Jillian Jacqueline,Side A,God Bless This Mess,2017-09-22
Jillian Jacqueline,Side A,Hate Me,2017-09-22
Jillian Jacqueline,Jillian Jacqueline,Birds and the Bees,2016-03-25
Jillian Jacqueline,Overdue,Overdue,2014-08-19
Jillian Jacqueline,Keep This Safe,Keep This Safe,2015-03-03
Jillian Jacqueline,Jillian Jacqueline,Slacker,2016-03-25
Sister Hazel,Lighter in the Dark,Almost Broken (feat. Jillian Jacqueline),2016-02-19
Jillian Jacqueline,Side A,Reasons - Acoustic,2017-09-22
Carly Pearce,Every Little Thing,If My Name Was Whiskey,2017-10-13
Turnpike Troubadours,Diamonds & Gasoline,Diamonds & Gasoline,2010-08-31
Sam Hunt,Montevallo,Break Up In A Small Town,2014-10-27
Sam Hunt,Montevallo,House Party,2014-10-27
Sam Hunt,Montevallo,Ex To See,2014-10-27
Keith Anderson,Three Chord Country and American Rock & Roll,Pickin' Wildflowers,2005
HARDY,THIS OLE BOY,REDNECKER,2018-10-19
Dustin Lynch,Where It's At,Mind Reader,2014-09-09
Dylan Scott,Dylan Scott (Deluxe Edition),I Lost You,2017-08-04
Joe Bryson,She Don’t Really Miss Me,She Don’t Really Miss Me,2018-01-22
Tyler Braden,Leave Me Alone,Leave Me Alone,2018-07-20
Luke Combs,This One's for You,When It Rains It Pours,2017-06-02
Walker Hayes,You Broke Up with Me,You Broke Up with Me,2017-01-27
Austin Burke,Austin Burke,Whole Lot in Love,2017-05-19
Florida Georgia Line,Florida Georgia Line,Simple,2018-08-24
Maren Morris,HERO,I Could Use a Love Song,2016-06-03
Kenny Chesney,Cosmic Hallelujah,All the Pretty Girls,2017-04-28
Billy Currington,Bring It On Over,Bring It On Over,2018-09-19
Jordan Davis,Singles You Up,Singles You Up,2017-05-26
Jason Aldean,They Don't Know,Any Ol' Barstool,2016-10-07
Zac Brown Band,The Foundation,Whatever It Is,2008-11-17
Chase Rice,Ignite the Night (Party Edition),Ride (feat. Macy Maloy),2014-08-19
Parker McCollum,Probably Wrong,I Can't Breathe,2017-11-10
Kane Brown,Good as You,Good as You,2018-10-19
Ryan Hurd,Ryan Hurd - EP,Love in a Bar,2017-04-07
Chris Stapleton,Traveller,Fire Away,2015-05-04
Brooks & Dunn,Reboot,Neon Moon - with Kacey Musgraves,2019-04-05
John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2008
Brett Young,Brett Young,Sleep Without You,2017-02-10
Luke Bryan,Kill The Lights (Deluxe),Strip It Down,2015-08-07
Luke Bryan,Tailgates & Tanlines,I Don't Want This Night To End,2011-01-01
Dylan Schneider,How Does It Sound,How Does It Sound,2017-07-21
Hunter Hayes,Hunter Hayes (Encore),I Want Crazy - Encore,2011
Kane Brown,Experiment Extended,Lose It,2019-11-01
Keith Urban,Golden Road,Somebody Like You,2002-01-01
Maren Morris,HERO (Deluxe Edition),I Could Use a Love Song,2017-03-17
Billy Currington,Summer Forever,Don't It,2015-06-02
Kenny Chesney,Songs for the Saints,Get Along,2018-07-27
Carrie Underwood,Some Hearts,Before He Cheats,2005-11-14
Diplo,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Heartless (feat. Morgan Wallen),2020-05-29
Gabby Barrett,Goldmine,I Hope,2020-06-19
Kenny Chesney,The Big Revival,American Kids,2014-09-22
Taylor Swift,Taylor Swift,Our Song,2006-10-24
Brantley Gilbert,Just As I Am,One Hell Of An Amen,2014-01-01
Mitchell Tenpenny,Telling All My Secrets,Alcohol You Later,2018-12-14
Cam,Untamed,Burning House,2015-12-11
Maren Morris,HERO (Deluxe Edition),My Church,2017-03-17
John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads","Take Me Home, Country Roads",1997-06-17
Zac Brown Band,Homegrown,Homegrown,2015-01-12
Sam Hunt,Montevallo,Raised On It,2014-10-27
Keith Urban,"John Cougar, John Deere, John 3:16","John Cougar, John Deere, John 3:16",2015-06-09
Thomas Rhett,Crash and Burn,Crash and Burn,2015-01-01
Sam Hunt,Between The Pines (Acoustic Mixtape),Goodbye - Acoustic Mixtape,2015-10-23
Jason Aldean,"Old Boots, New Dirt",Gonna Know We Were Here,2014-09-17
Ryan Follese,Ryan Follese,One Thing Right,2017-08-18
Sam Hunt,Between The Pines (Acoustic Mixtape),Leave The Night On - Acoustic Mixtape,2015-10-23
Lee Brice,I Don't Dance (Deluxe Edition),Drinking Class,2014-09-09
Brett Young,Brett Young,Makin' Me Say,2017-02-10
Keith Urban,Graffiti U,Steal My Thunder,2018-04-27
Keith Urban,Ripcord,Wasted Time,2016-05-06
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],2019-11-13
Darius Rucker,When Was The Last Time,If I Told You,2017-10-20
Chris Bandi,Man Enough Now,Man Enough Now,2019-09-12
Luke Bryan,Kill The Lights (Deluxe),Way Way Back,2015-08-07
Kane Brown,Experiment Extended,Like a Rodeo,2019-11-01
Florida Georgia Line,Here's To The Good Times...This Is How We Roll,Take It Out On Me,2013-01-01
Florida Georgia Line,Can't Say I Ain't Country (Big Machine Radio Release Special),Talk You Out Of It,2019-02-15
Kane Brown,Experiment Extended,Live Forever,2019-11-01
Jon Langston,Runnin' On Sunshine,She's so Georgia,2013-08-02
Jon Langston,Young & Reckless,Forever Girl,2013-02-08
Cooper Alan,New Normal,New Normal,2020-08-26
Michael Ray,Amos,Get to You,2018-06-01
Jason Aldean,My Kinda Party,Don't You Wanna Stay (with Kelly Clarkson),2010-11-02
Maddie & Tae,Die From A Broken Heart,Die From A Broken Heart,2018-10-19
Maddie & Tae,The Way It Feels,Friends Don't,2020-04-10
Brothers Osborne,Brothers Osborne,Love The Lonely Out Of You,2014-09-09
Aaron Watson,That Look,That Look,2014-10-14
Jace Everett,Jace Everett,Bad Things,2006-01-01
Chris Isaak,Best of Chris Isaak (Remastered),"Baby Did a Bad, Bad Thing",2006
Jimmy Buffett,Songs You Know By Heart,Why Don't We Get Drunk,1985-01-01
Jon Wolfe,Boots on a Dance Floor,Boots on a Dance Floor,2016-06-28
Various Artists,Country Love,Just Got Started Lovin' You,2009-02-03
Elvis Presley,Blue Hawaii,Can't Help Falling in Love,1961-10-20
Easton Corbin,About To Get Real,Damn Girl,2015-06-30
Alan Jackson,34 Number Ones,I'll Try,2010-11-19
George Strait,Give It All We Got Tonight,Give It All We Got Tonight,2012-01-01
Blake Shelton,BRINGING BACK THE SUNSHINE,Lonely Tonight (feat. Ashley Monroe),2014-09-30
James Barker Band,Game On,Just Sayin',2017-04-21
George Strait,Pure Country,Baby Your Baby - Pure Country/Soundtrack Version,1992-01-01
Cody Jinks,Adobe Sessions,We're Gonna Dance,2015-01-12
Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),Southern Girl,2013-01-01
William Michael Morgan,Tonight Girl,Tonight Girl,2018-10-12
Neal McCoy,You Gotta Love That!,Twang,1995-01-03
The Morrison Brothers Band,State of the Union,Little Miss Whiskey,2013-07-10
Luke Combs,This One's for You - EP,This One's for You,2016-10-21
Josh Turner,Deep South,Hometown Girl,2017-03-10
Trace Adkins,Dreamin' Out Loud,I Left Something Turned On At Home,1996-01-01
Midland,On The Rocks,Make A Little,2017-09-22
Keith Urban,Get Closer (Deluxe Version),Without You,2010-01-01
Tracy Byrd,Tracy Byrd,Holdin' Heaven,1993-01-01
Old Dominion,Midnight Mess Around,Midnight Mess Around,2019-09-13
