Artist,song_album,Title,song_release_date
Tracy Byrd,The Definitive Collection,The Keeper Of The Stars - Radio Edit,2007-01-01
Steve Azar,Sunshine (Everybody Needs A Little) - Single,Sunshine (Radio Edit),2009-08-04
Miranda Lambert,Platinum,Holding On to You,2014-06-02
Florida Georgia Line,H.O.L.Y.,H.O.L.Y.,2016-04-29
Miranda Lambert,The Weight of These Wings,To Learn Her,2016-11-18
Florida Georgia Line,Dig Your Roots (Big Machine Radio Release Special),H.O.L.Y.,2016-08-26
Brett Young,Brett Young (Big Machine Radio Release Special),Mercy,2017-02-10
Hunter Hayes,Storyline,Still Fallin,2014-05-06
Chuck Wicks,Starting Now,Stealing Cinderella,2008
Ingrid Andress,More Hearts Than Mine,More Hearts Than Mine,2019-04-05
Thomas Rhett,Life Changes (Big Machine Radio Release Special),Marry Me,2017-09-08
Florida Georgia Line,Dig Your Roots (Big Machine Radio Release Special),"God, Your Mama, And Me",2016-08-26
Andy Griggs,This I Gotta See,She Thinks She Needs Me,2004
Blake Shelton,Reloaded: 20 #1 Hits,Home,2015-10-23
Kenny Chesney,All I Need To Know,Me and You,1995-06-12
George Strait,Pure Country,I Cross My Heart - Pure Country Soundtrack Version,1992-01-01
George Strait,Blue Clear Sky,Carried Away,1996-01-01
Josh Turner,Deep South,Hometown Girl,2017-03-10
Eli Young Band,Life At Best,Even If It Breaks Your Heart,2011-01-01
Lady A,Own The Night,Just A Kiss,2011-09-13
Little Big Town,Pain Killer,Girl Crush,2014-10-21
Carrie Underwood,Carnival Ride,All-American Girl,2007-10-23
Blake Shelton,Startin' Fires,She Wouldn't Be Gone,2008-11-10
Blake Shelton,Red River Blue (Deluxe Edition),Over,2011-07-11
Chris Young,I'm Comin' Over,Think of You,2015-11-13
Jason Michael Carroll,Waitin' In The Country,Livin' Our Love Song,2007-02-06
Dustin Lynch,Good Girl,Good Girl,2018-05-05
Hunter Hayes,Hunter Hayes (Encore),Cry with You,2011
Johnny Lee,Lookin' For Love,Lookin' for Love,1980-05-06
Various Artists,Classic Country #1 Love Songs,Stand By Me,2003-07-22
Brantley Gilbert,Halfway To Heaven (Deluxe Edition),My Kind Of Crazy,2010
Lonestar,I'm Already There,Not A Day Goes By,2001-03-27
Tim McGraw,Number One Hits,Please Remember Me,2010-11-30
Toby Keith,That Don't Make Me a Bad Guy,She Never Cried in Front of Me,2008-10-28
Nashville Tribute Collection,#1 Hits of Garth Brooks,When You Come Back to Me Again (Garth Brooks),2017-10-26
Brantley Gilbert,Halfway To Heaven (Deluxe Edition),Fall Into Me,2010
Johnny Cash,The Essential Johnny Cash,"It Ain't Me, Babe (with June Carter Cash)",2002-02-12
Johnny Cash,Carryin' On With Johnny Cash And June Carter,Jackson,1967-08-01
Brantley Gilbert,Halfway To Heaven (Deluxe Edition),Saving Amy,2010
Heartland,I Loved Her First,I Loved Her First,2006-10-10
Keith Urban,"Love, Pain & The Whole Crazy Thing",Stupid Boy,2006-01-01
Jason Aldean,My Kinda Party,Don't You Wanna Stay (with Kelly Clarkson),2010-11-02
Blaine Larsen,Off To Join The World,How Do You Get That Lonely,2005
Collin Raye,I Think About You,"One Boy, One Girl",1995-08-22
Diamond Rio,One More Day,One More Day,2001-02-02
Zac Brown Band,JEKYLL + HYDE,Homegrown,2015-04-28
Darius Rucker,Southern Style (Deluxe),Homegrown Honey,2015-03-31
Blake Shelton,Based on a True Story... (Deluxe Edition),Boys 'Round Here (feat. Pistol Annies & Friends),2013-03-26
Blake Shelton,Reloaded: 20 #1 Hits,Neon Light,2015-10-23
Blake Shelton,Reloaded: 20 #1 Hits,Sangria,2015-10-23
Chris Stapleton,Traveller,Nobody To Blame,2015-05-04
Darius Rucker,"Charleston, SC 1966",Come Back Song,2010-01-01
Scott Shelby,Young & Invincible,Wagonwheel,2012-11-15
Miranda Lambert,Four The Record,Mama's Broken Heart,2011-11-01
Miranda Lambert,Platinum,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),2014-06-02
Carrie Underwood,Some Hearts,Before He Cheats,2005-11-14
Carrie Underwood,Greatest Hits: Decade #1,Something in the Water,2014-12-09
Carrie Underwood,Greatest Hits: Decade #1,Cowboy Casanova,2014-12-09
Katharine McPhee,Unbroken,Terrified,2010
Josh Turner,Best Of,Your Man,2011-01-01
Kelsea Ballerini,The First Time,Peter Pan,2015-05-18
Luke Bryan,Kill The Lights (Deluxe),"Huntin', Fishin' And Lovin' Every Day",2015-08-07
Shania Twain,Come On Over,Man! I Feel Like A Woman!,1997
Kelsea Ballerini,The First Time,Love Me Like You Mean It,2015-05-18
Tim McGraw,Two Lanes Of Freedom,One Of Those Nights,2013-01-01
Shania Twain,Come On Over,That Don't Impress Me Much,1997
Sam Hunt,Montevallo,Break Up In A Small Town,2014-10-24
Dierks Bentley,RISER,Drunk On A Plane,2014-01-01
Maddie & Tae,Start Here (Deluxe Edition),Girl In A Country Song,2015-06-02
Billy Ray Cyrus,Some Gave All,Achy Breaky Heart,1992
Thompson Square,Thompson Square,Are You Gonna Kiss Me or Not,2011-02-08
Little Big Town,Pain Killer,Day Drinking,2014-10-17
Toby Keith,Clancy's Tavern,Red Solo Cup,2011-01-01
LOCASH,The Fighters,I Love This Life,2016-06-17
Jason Aldean,Wide Open,She's Country,2009-11-05
Eli Young Band,"10,000 Towns",Drunk Last Night,2013-01-01
Eric Church,Mr. Misunderstood,Record Year,2015-11-11
Luke Bryan,Kill The Lights (Deluxe),Home Alone Tonight,2015-08-07
Danielle Bradbery,Danielle Bradbery,The Heart Of Dixie,2013-01-01
Lady A,747,Bartender,2014-09-30
Kenny Chesney,The Big Revival,American Kids,2014-09-22
Florida Georgia Line,Here's To The Good Times,Cruise,2012-01-01
Darius Rucker,True Believers,Wagon Wheel,2013-01-01
Carrie Underwood,Blown Away,Good Girl,2012-05-01
Sam Hunt,Montevallo,House Party,2014-10-27
Zac Brown Band,The Foundation,Chicken Fried,2008-11-17
Thomas Rhett,It Goes Like This,Make Me Wanna,2013-01-01
Gretchen Wilson,Here For The Party,Redneck Woman,2004-05-11
Chris Janson,Buy Me a Boat,Buy Me a Boat,2015-10-30
Trisha Yearwood,Trisha Yearwood,She's In Love With The Boy - Single Version,1991-01-01
Big & Rich,Horse of a Different Color,Save a Horse (Ride a Cowboy),2004-04-20
Sugarland,Love On The Inside,All I Want To Do,2008-01-01
The Chicks,Home,Landslide,2002-08-27
Reba McEntire,For My Broken Heart,The Night The Lights Went Out In Georgia,1991-01-01
Shania Twain,Greatest Hits,Whose Bed Have Your Boots Been Under?,2004-01-01
Kenny Chesney,Everywhere We Go,She Thinks My Tractor's Sexy,1999-02-26
Joe Nichols,III,Tequila Makes Her Clothes Fall Off,2005-01-01
Trace Adkins,Dangerous Man,Honky Tonk Badonkadonk,2006-01-01
Jerrod Niemann,Judge Jerrod & The Hung Jury,"Lover, Lover",2010-07-13
The Charlie Daniels Band,A Decade Of Hits,The Devil Went Down to Georgia,1973
Kid Rock,Cocky,Picture (feat. Sheryl Crow),2001-11-19
Shania Twain,The Woman In Me,Any Man Of Mine,1995-01-01
Martina McBride,Martina,This One's for the Girls,2003-09-30
Sugarland,The Incredible Machine,Stuck Like Glue,2010-01-01
Dierks Bentley,Dierks Bentley,What Was I Thinkin',2003-01-01
Brooks & Dunn,#1s ... and then some,Boot Scootin' Boogie,2009-09-08
Cam,Untamed,Burning House,2015-12-11
Lonestar,Let's Be Us Again,Mr. Mom,2004-05-13
Steve Holy,Brand New Girlfriend,Brand New Girlfriend,2006-08-08
Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",Margaritaville,1977-01-01
The Deep Dixie Boys,Only a Country Heart,Friends in Low Places,2015-07-23
Miranda Lambert,Crazy Ex-Girlfriend,Gunpowder & Lead,2007-05-01
Sugarland,Enjoy The Ride,Stay,2006-01-01
Tim McGraw,Live Like You Were Dying,Live Like You Were Dying,2004-08-17
Toby Keith,Pull My Chain,I Wanna Talk About Me,2001-08-10
Toby Keith,How Do You Like Me Now?!,How Do You Like Me Now?!,1999-01-01
Rodney Atkins,If You're Going Through Hell,If You're Going Through Hell (Before The Devil Even Knows),2006-07-18
Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,1992-10-09
Brad Paisley,5th Gear,Ticks,2007
Toby Keith,Honkytonk University,As Good As I Once Was,2005-01-01
David Lee Murphy,Out With A Bang,Dust On The Bottle,1994-01-01
Brothers Osborne,Brothers Osborne,Love The Lonely Out Of You,2014-09-09
Aaron Watson,That Look,That Look,2014-10-14
Jace Everett,Jace Everett,Bad Things,2006-01-01
Chris Isaak,Best of Chris Isaak (Remastered),"Baby Did a Bad, Bad Thing",2006
Jimmy Buffett,Songs You Know By Heart,Why Don't We Get Drunk,1985-01-01
Jon Wolfe,Boots on a Dance Floor,Boots on a Dance Floor,2016-06-28
Various Artists,Country Love,Just Got Started Lovin' You,2009-02-03
Tim McGraw,Number One Hits,Something Like That,2010-11-30
Elvis Presley,Blue Hawaii,Can't Help Falling in Love,1961-10-20
Easton Corbin,About To Get Real,Damn Girl,2015-06-30
Alan Jackson,34 Number Ones,I'll Try,2010-11-19
George Strait,Give It All We Got Tonight,Give It All We Got Tonight,2012-01-01
Blake Shelton,BRINGING BACK THE SUNSHINE,Lonely Tonight (feat. Ashley Monroe),2014-09-30
James Barker Band,Game On,Just Sayin',2017-04-21
George Strait,Pure Country,Baby Your Baby - Pure Country/Soundtrack Version,1992-01-01
Josh Turner,Best Of,Firecracker,2011-01-01
Cody Jinks,Adobe Sessions,We're Gonna Dance,2015-01-12
Keith Whitley,Greatest Hits,When You Say Nothing at All,1990-08-07
Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),Southern Girl,2013-01-01
William Michael Morgan,Tonight Girl,Tonight Girl,2018-10-12
Neal McCoy,You Gotta Love That!,Twang,1995-01-03
The Morrison Brothers Band,State of the Union,Little Miss Whiskey,2013-07-10
Luke Combs,This One's for You - EP,This One's for You,2016-10-21
Trace Adkins,Dreamin' Out Loud,I Left Something Turned On At Home,1996-01-01
Midland,On The Rocks,Make A Little,2017-09-22
Keith Urban,Get Closer (Deluxe Version),Without You,2010-01-01
Tracy Byrd,Tracy Byrd,Holdin' Heaven,1993-01-01
Old Dominion,Midnight Mess Around,Midnight Mess Around,2019-09-13
Alabama,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Take Me Down,1980
Alabama,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,If I Had You,1980
Midland,Let It Roll,Lost In The Night,2019-08-23
Travis Tritt,Greatest Hits: From the Beginning,Can I Trust You With My Heart,1995
Tim McGraw,Everywhere,Everywhere,1997-06-03
Midland,On The Rocks,More Than A Fever,2017-09-22
Stoney LaRue,Us Time,Us Time,2015-10-16
Florida Georgia Line,Second Guessing (From Songland),Second Guessing - From Songland,2020-05-18
NEWCO,Sweet Maddie,Sweet Maddie,2020-06-14
The Chicks,Home,Travelin' Soldier,2002-08-27
Lonestar,Playlist: The Very Best Of Lonestar,Amazed,1995
Taylor Swift,Fearless Platinum Edition,Love Story,2008-11-11
Blake Shelton,The Blake Shelton Collection,Mine Would Be You,2013-12-06
Junior Brown,Greatest Hits,Highway Patrol,2005
Jack Johnson,From Here To Now To You,You Remind Me Of You,2013-01-01
Lee Ann Womack,I Hope You Dance,I Hope You Dance,2000-01-01
Done Again,I Need You (In the Style of Tim McGraw & Faith Hill) [Performance Track with Demonstration Vocals],I Need You (In the Style of Tim McGraw & Faith Hill) [Performance Track with Demonstration Vocals],2011-08-04
Clay Walker,Rhino Hi-Five: Clay Walker,If I Could Make a Living,2005-04-19
Alan Jackson,34 Number Ones,Remember When,2010-11-19
Various Artists,Country Love Songs Vol. IV,More Than You'll Ever Know,2000
Eagles,The Very Best of the Eagles (2013 Remaster),Lyin' Eyes - 2013 Remaster,2003-10-21
Eagles,The Very Best of the Eagles (2013 Remaster),Tequila Sunrise - 2013 Remaster,2003-10-21
Various Artists,"Sun Records - 60 Years, 60 Singles Box Set",I Walk the Line,2012-07-31
Kenny Chesney,Welcome To The Fishbowl,Come Over,2012-06-19
Eric Church,Mr. Misunderstood,Kill A Word,2015-11-11
Brett Young,Brett Young EP,In Case You Didn't Know,2016-01-01
Carly Pearce,Every Little Thing,Every Little Thing,2017-10-13
Tim McGraw,The Rest of Our Life,The Rest of Our Life,2017-10-06
Maren Morris,HERO (Deluxe Edition),I Could Use a Love Song,2017-03-17
RaeLynn,WildHorse,Lonely Call,2017-03-24
Jason Aldean,"Old Boots, New Dirt",Tryin' to Love Me,2014-10-07
Devin Dawson,Secondhand Hurt,Secondhand Hurt,2017-02-24
Miranda Lambert,The Weight of These Wings,Tin Man,2016-11-18
Dustin Lynch,Current Mood,Love Me Or Leave Me Alone (feat. Karen Fairchild),2017-09-08
Dan + Shay,Obsessed,Obsessed,2016-06-03
Miranda Lambert,Crazy Ex-Girlfriend,More Like Her,2007-05-01
Chris Young,Losing Sleep,Losing Sleep,2017-10-20
Blake Shelton,Texoma Shore,I Lived It,2017-11-03
Keith Urban,Break On Me,Break On Me,2015-10-23
Logan Mize,Ain't Always Pretty,Ain't Always Pretty,2016-08-03
Jake Owen,American Love,You Ain't Going Nowhere,2016-07-29
Eric Paslay,Young Forever,Young Forever,2018-03-02
Keith Urban,Graffiti U,Coming Home,2018-04-27
Brothers Osborne,Pawn Shop,21 Summer,2016-01-15
Craig Campbell,Never Regret,When She Grows Up,2013-05-07
Lee Gantt,Ruined This Town,Ruined This Town,2017-10-12
Cole Swindell,You Should Be Here,Making My Way to You,2016-05-06
Jason Aldean,Rearview Town,Drowns The Whiskey (feat. Miranda Lambert),2018-04-13
Brett Young,Here Tonight,Here Tonight,2018-09-14
Chris Lane,Laps Around The Sun,I Don't Know About You,2018-07-13
Kane Brown,Homesick,Homesick,2018-09-07
Old Dominion,Old Dominion,One Man Band,2019-01-18
Nashville Cast,The Music Of Nashville Original Soundtrack Season 5 Volume 1,Sanctuary,2017-03-10
Tenille Arts,"Love, Heartbreak, & Everything in Between",I Hate This,2020-01-10
Josh Abbott Band,Front Row Seat,Wasn't That Drunk (feat. Carly Pearce),2015-11-06
Cole Swindell,You Should Be Here,You Should Be Here,2016-05-06
Little Big Town,The Breaker,When Someone Stops Loving You,2017-02-24
Carly Pearce,Every Little Thing,If My Name Was Whiskey,2017-10-13
Gabby Barrett,I Hope,I Hope,2019-01-25
Maddie & Tae,The Way It Feels,Friends Don't,2020-04-10
Carrie Underwood,Play On,Look At Me,2009-11-03
Jana Kramer,thirty one,I Got the Boy,2015-10-09
Alabama,Ultimate Alabama 20 # 1 Hits,There's No Way,2004-10-08
Devin Dawson,Dark Horse,All On Me,2018-01-19
Restless Heart,RCA Country Legends,I'll Still Be Loving You,2003-03-03
Restless Heart,RCA Country Legends,The Bluest Eyes In Texas,2003-03-03
Restless Heart,Fast Movin' Train,Fast Movin' Train,1990
Restless Heart,Greatest Hits,When She Cries,1998-05-01
Little Texas,Big Time,My Love,1993
Shenandoah,Now And Then,Two Dozen Roses,1996-01-01
Rascal Flatts,Nothing Like This,I Won't Let Go,2010-01-01
Taylor Swift,Taylor Swift,Teardrops On My Guitar - Pop Version,2006-10-24
Jordan Davis,Singles You Up,Singles You Up,2017-05-26
Chase Rice,Ignite the Night (Party Edition),Gonna Wanna Tonight,2014-08-19
Luke Combs,Hurricane,Hurricane,2015-06-16
Dan Seals,Won't Be Blue Anymore,Meet Me In Montana,1985-01-01
Chase Rice,Ignite the Night (Party Edition),Ready Set Roll,2014-08-19
Thomas Rhett,Tangled Up,Playing With Fire - Pop Version,2015-01-01
Lady A,Heart Break,Heart Break,2017-05-12
Kane Brown,Kane Brown,Thunder in the Rain,2016-12-02
Kelsea Ballerini,Legends,Legends,2017-06-07
Crystal Gayle,Crystal Gayle: The Hits,The Sound Of Goodbye,2007-01-01
Steve Wariner,Greatest Hits,Small Town Girl,1987-01-01
Dan + Shay,Obsessed,Lately,2016-06-03
Dan + Shay,When I Pray for You,When I Pray for You,2017-02-03
Dan + Shay,All To Myself,All To Myself,2018-05-03
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21
William Michael Morgan,Vinyl,I Met a Girl,2016-09-30
Billy Currington,Bring It On Over,Bring It On Over,2018-09-19
Thomas Rhett,Look What God Gave Her,Look What God Gave Her,2019-03-01
Thomas Rhett,Craving You,Craving You,2017-03-31
Thomas Rhett,Tangled Up,Vacation,2015-01-01
Brett Young,Ticket To L.A.,Reason To Stay,2018-12-07
Keith Urban,Defying Gravity,Kiss A Girl,2009-01-01
REO Speedwagon,Hi Infidelity (30th Anniversary Edition),Keep on Loving You,1980
Carrie Underwood,Cry Pretty,Southbound,2018-09-14
Chris Lane,Girl Problems,Fix,2016-07-12
Various Artists,Hannah Montana The Movie,Crazier,2009-01-01
Lady A,What If I Never Get Over You,What If I Never Get Over You,2019-05-17
Brett Young,Ticket To L.A.,Change Your Name,2018-12-07
Carrie Underwood,Cry Pretty,Cry Pretty,2018-09-14
Kenny Rogers,Share Your Love,Through The Years - Single Version,1981-06-15
Faith Hill,Breathe,Let's Make Love,1999-11-09
Collin Raye,Love Songs,"Love, Me",1991
Jon Langston,When It Comes To Loving You,When It Comes To Loving You,2018-08-23
Zac Brown Band,The Foundation,Whatever It Is,2008-11-17
Chase Rice,Ignite the Night (Party Edition),Ride (feat. Macy Maloy),2014-08-19
Parker McCollum,Probably Wrong,I Can't Breathe,2017-11-10
Kane Brown,Good as You,Good as You,2018-10-19
Ryan Hurd,Ryan Hurd - EP,Love in a Bar,2017-04-07
Chris Stapleton,Traveller,Fire Away,2015-05-04
Brooks & Dunn,Reboot,Neon Moon - with Kacey Musgraves,2019-04-05
Travis Tritt,Country Club,Help Me Hold On,1990
Randy Houser,How Country Feels,Like a Cowboy,2013-01-22
Riley Green,In A Truck Right Now,There Was This Girl,2018-06-29
Tim McGraw,Emotional Traffic,Felt Good On My Lips,2012-01-24
Tim McGraw,Thought About You,Neon Church,2018-10-04
George Strait,22 More Hits,Marina Del Rey,2007-01-01
George Strait,Strait Out Of The Box: Part 2,River Of Love,2017-12-01
George Strait,Strait Out Of The Box: Part 2,Run,2017-12-01
Craig Morgan,The Journey (Livin' Hits),Wake up Lovin' You,2013-09-03
Brooks Jefferson,Strummin' On Garth,In Another's Eyes,2015-03-13
Brooks Jefferson,Strummin' On Garth,If Tomorrow Never Comes,2015-03-13
The Country Gentlemen,Picking on Garth Brooks,Shameless,2015-10-29
Blake Shelton,Reloaded: 20 #1 Hits,Sure Be Cool If You Did,2015-10-23
Nitty Gritty Dirt Band,Rhino Hi-Five: Nitty Gritty Dirt Band,Fishin' in the Dark,2007-04-24
George Strait,50 Number Ones,I Cross My Heart - Pure Country Soundtrack Version,2004-01-01
Randy Travis,Old 8 x 10,Deeper Than the Holler,1988-07-12
Lonestar,16 Biggest Hits,My Front Porch Looking In,1995
Chuck Wicks,Stealing Cinderella,Stealing Cinderella,2007-08-28
Alan Jackson,Angels And Alcohol,The One You're Waiting On,2015-07-17
Alan Jackson,The Essential Alan Jackson,Livin' On Love,2012-04-17
Alan Jackson,Genuine: The Alan Jackson Story,I'd Love You All Over Again,2015-11-06
Alan Jackson,Genuine: The Alan Jackson Story,Gone Crazy,2015-11-06
Alan Jackson,Genuine: The Alan Jackson Story,When Somebody Loves You,2015-11-06
Alan Jackson,Genuine: The Alan Jackson Story,Remember When,2015-11-06
Justin Moore,Off The Beaten Path,Point At You,2013-01-01
Justin Moore,Off The Beaten Path,Lettin' The Night Roll,2013-01-01
Sawyer Brown,Best Of,Some Girls Do,2008-05-06
Keith Whitley,Greatest Hits,Don't Close Your Eyes,1990-08-07
Travis Tritt,T-R-O-U-B-L-E,T-R-O-U-B-L-E,1992-08-07
Travis Tritt,Country Club,Drift off to Dream,1990
Matt Stell,Matt Stell,Prayed For You,2019-05-10
Justin Moore,Outlaws Like Me,Til My Last Day,2011-01-01
George Strait,George Strait's Greatest Hits,You Look So Good In Love,1985-01-01
Brad Paisley,My Miracle,My Miracle,2019-03-11
Cody Johnson,Cowboy Like Me,Cowboy Like Me,2014-01-14
Rodney Atkins,Caught Up In The Country,Figure Out You (Riddle),2019-05-10
Maggie Rose,Dreams > Dollars,Body on Fire,2017-05-19
Thomas Rhett,Tangled Up,Die A Happy Man,2015-01-01
Chris Young,I'm Comin' Over,What If I Stay,2015-11-13
Maren Morris,GIRL,Make Out With Me,2019-03-08
Lady A,Ocean,Ocean,2019-09-20
Blake Shelton,Reloaded: 20 #1 Hits,Lonely Tonight (feat. Ashley Monroe),2015-10-23
Blake Shelton,Reloaded: 20 #1 Hits,Mine Would Be You,2015-10-23
Luke Bryan,Kill The Lights (Deluxe),Strip It Down,2015-08-07
Maren Morris,HERO (Deluxe Edition),Sugar,2017-03-17
Blake Shelton,Reloaded: 20 #1 Hits,My Eyes (feat. Gwen Sebastian),2015-10-23
Jason Aldean,Night Train,Night Train,2012-10-16
Kelly Clarkson,Stronger (Deluxe Version),Don't You Wanna Stay (with Kelly Clarkson),2011-10-24
Jason Aldean,"Old Boots, New Dirt",Tonight Looks Good on You,2014-09-17
Adam Sanders,Adam Sanders,Over Did It,2018-05-11
Blake Shelton,Reloaded: 20 #1 Hits,Doin' What She Likes,2015-10-23
Thompson Square,If I Didn't Have You,If I Didn't Have You,2012-10-30
Brett Eldredge,Illinois,Lose My Mind,2015-09-11
Gone West,What Could've Been,What Could've Been,2019-06-07
Luke Bryan,Crash My Party,Crash My Party,2013-01-01
Brooks & Dunn,#1s ... and then some,Ain't Nothing 'Bout You,2009-09-08
Chris Stapleton,Traveller,Parachute,2015-05-04
Chris Stapleton,Millionaire,Millionaire,2017-10-20
John Michael Montgomery,John Michael Montgomery,I Can Love You Like That,1995-03-17
Blake Shelton,I'll Name the Dogs,I'll Name the Dogs,2017-09-08
Harrison Storm,Change It All,Change It All,2017-06-02
Mathilda Homer,Too Much,Too Much,2020-01-29
Everlast,Whitey Ford Sings The Blues,What It's Like,1998-09-08
Jack Johnson,In Between Dreams,Better Together,2005-01-01
Norah Jones,Come Away With Me,Come Away With Me,2002-02-26
Norah Jones,Feels Like Home,Sunrise,2004-01-01
Coldplay,Ghost Stories,Magic,2014-05-19
The Paper Kites,Woodland - EP,Bloom - Bonus Track,2016-01-15
Young & Divine,Fux With the Boy,Fux With the Boy,2016-07-29
Dean Lewis,Waves,Waves,2016-09-30
Various Artists,Kill Bill Vol. 2 Original Soundtrack,Goodnight Moon,2004-04-13
Tracy Chapman,Tracy Chapman,Fast Car,1988-04-05
Max Richter,The Blue Notebooks (15 Years),This Bitter Earth / On The Nature Of Daylight,2018-05-11
Amy Winehouse,Back To Black,You Know I'm No Good,2006-10-27
The Lumineers,The Lumineers,Ho Hey,2012-04-03
Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,2007-09-18
John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads","Take Me Home, Country Roads",1997-06-17
Lana Del Rey,Born To Die - The Paradise Edition,Born To Die,2012-11-12
Lana Del Rey,Born To Die - The Paradise Edition,Summertime Sadness,2012-01-01
Lana Del Rey,Born To Die - The Paradise Edition,Video Games - Remastered,2012-11-12
Lana Del Rey,Born To Die - The Paradise Edition,Blue Jeans,2012-11-12
Lana Del Rey,Young And Beautiful,Young And Beautiful,2013-01-01
Lana Del Rey,Norman Fucking Rockwell!,Norman fucking Rockwell,2019-08-30
Lana Del Rey,Norman Fucking Rockwell!,Fuck it I love you,2019-08-30
Lana Del Rey,Born To Die - The Paradise Edition,Ride,2012-01-01
Lana Del Rey,Norman Fucking Rockwell!,Cinnamon Girl,2019-08-30
Lana Del Rey,Born To Die - The Paradise Edition,Dark Paradise,2012-11-12
Lana Del Rey,Norman Fucking Rockwell!,Love song,2019-08-30
Lana Del Rey,Lust For Life,Love,2017-07-21
Lana Del Rey,Honeymoon,High By The Beach,2015-09-18
Lana Del Rey,Lust For Life,Beautiful People Beautiful Problems (feat. Stevie Nicks),2017-07-21
George Ezra,Wanted on Voyage,Budapest,2015-01-20
Charlie Cunningham,Bite,Don't Go Far,2019-05-10
Hozier,Hozier,Cherry Wine - Live,2014-10-07
Sufjan Stevens,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),2017-12-01
Passenger,Survivors (Acoustic),Survivors - Acoustic,2019-03-01
Hudson Taylor,Old Soul (Acoustic),Old Soul - Acoustic,2018-04-11
Old Sea Brigade,Tidal Wave (Acoustic),Tidal Wave - Acoustic,2018-04-13
Selena Gomez,13 Reasons Why (Season 2),The Night We Met (feat. Phoebe Bridgers),2018-05-18
Passenger,Anywhere,Anywhere,2016-08-19
Various Artists,Acoustic Covers,Sweet Child O' Mine,2015-04-03
Kirk Ross,I Shall Be Released,I Shall Be Released,2016-06-23
Phosphorescent,Muchacho De Lujo (Deluxe Edition),Song For Zula,2013-10-29
Various Artists,Captain Fantastic (Original Motion Picture Soundtrack),Sweet Child O Mine,2016-07-15
The Strumbellas,Spirits,Spirits,2016-03-24
Corinne Bailey Rae,Corinne Bailey Rae,Like A Star,2006
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2006
Various Artists,Fifty Shades Darker (Original Motion Picture Soundtrack),The Scientist,2017-02-10
Eagle-Eye Cherry,Desireless,Save Tonight,1998-01-01
Ben Harper,Diamonds On The Inside,Diamonds On The Inside,2003-01-01
José González,Veneer,Heartbeats,2003
Jonas Alaska,Jonas Alaska,Morning Light,2011-09-23
The Lumineers,Cleopatra,Ophelia,2016-04-08
Passenger,Young as the Morning Old as the Sea (Deluxe Edition),Young as the Morning Old as the Sea,2016-09-23
David Benjamin,Friends,Friends,2016-06-29
Bon Iver,Bon Iver,Holocene,2011-05-21
Will Hoge,Small Town Dreams,Little Bitty Dreams,2015-04-07
Dean Lewis,Same Kind Of Different,Chemicals,2017-05-12
JONES,Melt (Acoustic),Melt - Acoustic,2016-07-13
Shake Shake Go,We Are Now,England Skies - Acoustic Session,2015
Noah Kahan,Sink,Sink,2017-05-05
Matthew Koma,Dear Ana (Acoustic),Dear Ana - Acoustic,2017-05-05
Lord Huron,Strange Trails,The Night We Met,2015-04-06
AURORA,Half The World Away,Half The World Away,2015-11-06
Joshua Hyslop,In Deepest Blue,Everything Unsaid,2014
Matt Hartke,Gold,Gold,2016-01-11
Oh Wonder,Ultralife (Acoustic Version),Ultralife - Acoustic Version,2017-05-05
James Vincent McMorrow,"Wicked Game (Recorded Live at St Canice Cathedral, Kilkenny)","Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",2016
Megan Davies,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,2014-07-17
Ciaran Lavery,Wells Tower Song,Wells Tower Song,2017-09-08
Birdy,Birdy,Skinny Love,2011-11-04
Birdy,Let It All Go,Let It All Go,2015-08-06
Damien Rice,O,Cannonball,2003-03-24
Joshua Hyslop,Wells,Wells,2016-10-28
Julia Sheer,Little Talks,Little Talks,2013-01-05
Lana Del Rey,Norman Fucking Rockwell!,Doin' Time,2019-08-30
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Theory of Everything,2014-12-16
Lee Brice,Hard 2 Love,A Woman Like You,2012-04-24
Thomas Rhett,It Goes Like This,It Goes Like This,2013-01-01
Cole Swindell,Hope You Get Lonely Tonight,Hope You Get Lonely Tonight,2014-01-21
Blake Shelton,Red River Blue (Deluxe Edition),Drink on It,2011-07-11
Jana Kramer,thirty one,Circles,2015-10-09
Jimmie Allen,Jimmie Allen,Best Shot,2017-10-06
Kelsea Ballerini,Unapologetically,I Hate Love Songs,2017-11-03
